timestamp,user,event,source_ip
2026-04-19 22:42:09,root,logout,10.0.1.5
2026-04-19 22:42:11,alice,logout,172.16.0.50
2026-04-19 22:42:11,charlie,logout,10.0.2.10
2026-04-19 22:42:12,eve,logout,10.0.0.1
2026-04-19 22:42:14,bob,access_resource,10.0.2.10
2026-04-19 22:42:15,root,delete_policy,198.51.100.72
2026-04-19 22:42:17,alice,login,172.16.0.50
2026-04-19 22:42:19,alice,login,10.0.2.10
2026-04-19 22:42:20,dave,access_resource,192.168.1.100
2026-04-19 22:42:21,alice,logout,10.0.0.1
2026-04-19 22:42:22,root,logout,172.16.0.50
2026-04-19 22:42:24,root,login,10.0.0.1
2026-04-19 22:42:25,frank,login,10.0.1.5
2026-04-19 22:42:26,charlie,logout,172.16.0.50
2026-04-19 22:42:28,root,disable_mfa,198.51.100.166
2026-04-19 22:42:29,eve,logout,10.0.2.10
2026-04-19 22:42:30,root,access_resource,10.0.1.5
2026-04-19 22:42:32,eve,login,172.16.0.50
2026-04-19 22:42:33,alice,access_resource,10.0.2.10
2026-04-19 22:42:34,alice,access_resource,10.0.1.5
2026-04-19 22:42:36,alice,login,172.16.0.50
2026-04-19 22:42:36,charlie,access_resource,10.0.2.10
2026-04-19 22:42:38,charlie,access_resource,172.16.0.50
2026-04-19 22:42:40,root,login,172.16.0.50
2026-04-19 22:42:42,eve,logout,10.0.0.1
2026-04-19 22:42:43,bob,access_resource,10.0.2.10
2026-04-19 22:42:44,bob,access_resource,192.168.1.100
2026-04-19 22:42:46,charlie,access_resource,192.168.1.100
2026-04-19 22:42:47,root,logout,172.16.0.50
2026-04-19 22:42:49,alice,logout,172.16.0.50
2026-04-19 22:42:50,dave,access_resource,10.0.2.10
2026-04-19 22:42:51,frank,logout,172.16.0.50
2026-04-19 22:42:52,eve,logout,172.16.0.50
2026-04-19 22:42:53,eve,login,172.16.0.50
2026-04-19 22:42:55,eve,login,10.0.0.1
2026-04-19 22:42:57,dave,access_resource,10.0.2.10
2026-04-19 22:42:58,dave,logout,172.16.0.50
2026-04-19 22:43:00,root,logout,192.168.1.100
2026-04-19 22:43:02,frank,access_resource,192.168.1.100
2026-04-19 22:43:02,bob,logout,172.16.0.50
2026-04-19 22:43:04,dave,logout,10.0.2.10
2026-04-19 22:43:05,alice,logout,192.168.1.100
2026-04-19 22:43:07,dave,access_resource,10.0.0.1
2026-04-19 22:43:08,bob,access_resource,192.168.1.100
2026-04-19 22:43:09,dave,login,10.0.1.5
2026-04-19 22:43:10,root,disable_mfa,198.51.100.226
2026-04-19 22:43:12,root,logout,172.16.0.50
2026-04-19 22:43:12,root,access_resource,10.0.1.5
2026-04-19 22:43:14,bob,logout,10.0.0.1
2026-04-19 22:43:16,charlie,logout,10.0.0.1
2026-04-19 22:43:18,charlie,logout,10.0.1.5
2026-04-19 22:43:20,alice,logout,10.0.2.10
2026-04-19 22:43:20,root,delete_policy,198.51.100.117
2026-04-19 22:43:21,bob,logout,10.0.1.5
2026-04-19 22:43:22,dave,access_resource,10.0.1.5
2026-04-19 22:43:24,dave,login,192.168.1.100
2026-04-19 22:43:25,dave,logout,192.168.1.100
2026-04-19 22:43:26,alice,access_resource,10.0.1.5
2026-04-19 22:43:28,bob,access_resource,10.0.2.10
2026-04-19 22:43:29,eve,access_resource,172.16.0.50
2026-04-19 22:43:30,frank,login,10.0.1.5
2026-04-19 22:43:31,bob,login,10.0.1.5
2026-04-19 22:43:32,dave,login,10.0.1.5
2026-04-19 22:43:33,dave,access_resource,172.16.0.50
2026-04-19 22:43:34,charlie,logout,172.16.0.50
2026-04-19 22:43:35,bob,login,10.0.0.1
2026-04-19 22:43:37,eve,logout,10.0.2.10
2026-04-19 22:43:39,charlie,logout,10.0.2.10
2026-04-19 22:43:40,dave,logout,10.0.2.10
2026-04-19 22:43:41,eve,access_resource,192.168.1.100
2026-04-19 22:43:43,root,logout,10.0.2.10
2026-04-19 22:43:44,alice,logout,192.168.1.100
2026-04-19 22:43:45,charlie,logout,172.16.0.50
2026-04-19 22:43:46,charlie,login,192.168.1.100
2026-04-19 22:43:47,dave,logout,10.0.2.10
2026-04-19 22:43:48,frank,logout,10.0.1.5
2026-04-19 22:43:49,alice,logout,10.0.0.1
2026-04-19 22:43:50,alice,logout,10.0.0.1
2026-04-19 22:43:52,dave,logout,10.0.1.5
2026-04-19 22:43:53,dave,login,10.0.2.10
2026-04-19 22:43:54,eve,access_resource,10.0.1.5
2026-04-19 22:43:55,charlie,access_resource,192.168.1.100
2026-04-19 22:43:57,charlie,login,10.0.1.5
2026-04-19 22:43:58,dave,logout,10.0.0.1
2026-04-19 22:44:00,charlie,access_resource,10.0.2.10
2026-04-19 22:44:01,root,disable_mfa,198.51.100.97
2026-04-19 22:44:02,alice,logout,10.0.1.5
2026-04-19 22:44:02,alice,access_resource,10.0.2.10
2026-04-19 22:44:03,frank,logout,10.0.2.10
2026-04-19 22:44:04,dave,logout,172.16.0.50
2026-04-19 22:44:05,alice,login,10.0.0.1
2026-04-19 22:44:07,charlie,login,192.168.1.100
2026-04-19 22:44:08,eve,logout,10.0.2.10
2026-04-19 22:44:09,charlie,logout,10.0.2.10
2026-04-19 22:44:10,alice,failed_login,198.51.100.214
2026-04-19 22:44:12,frank,login,172.16.0.50
2026-04-19 22:44:14,bob,logout,10.0.2.10
2026-04-19 22:44:14,root,delete_policy,198.51.100.121
2026-04-19 22:44:15,root,access_resource,10.0.2.10
2026-04-19 22:44:17,eve,logout,172.16.0.50
2026-04-19 22:44:18,alice,login,192.168.1.100
2026-04-19 22:44:19,frank,login,10.0.1.5
2026-04-19 22:44:20,root,logout,10.0.2.10
2026-04-19 22:44:21,frank,logout,10.0.1.5
2026-04-19 22:44:22,charlie,login,10.0.0.1
2026-04-19 22:44:23,frank,login,10.0.1.5
2026-04-19 22:44:24,bob,login,172.16.0.50
2026-04-19 22:44:26,root,delete_policy,198.51.100.53
2026-04-19 22:44:27,bob,logout,172.16.0.50
2026-04-19 22:44:28,bob,login,10.0.0.1
2026-04-19 22:44:30,charlie,access_resource,172.16.0.50
2026-04-19 22:44:31,eve,access_resource,10.0.2.10
2026-04-19 22:44:31,alice,access_resource,192.168.1.100
2026-04-19 22:44:32,charlie,login,172.16.0.50
2026-04-19 22:44:34,charlie,logout,192.168.1.100
2026-04-19 22:44:34,charlie,access_resource,10.0.0.1
2026-04-19 22:44:36,eve,access_resource,10.0.0.1
2026-04-19 22:44:38,root,access_resource,10.0.1.5
2026-04-19 22:44:39,charlie,logout,192.168.1.100
2026-04-19 22:44:40,alice,logout,10.0.1.5
2026-04-19 22:44:41,root,access_resource,10.0.2.10
2026-04-19 22:44:42,alice,logout,10.0.0.1
2026-04-19 22:44:43,frank,access_resource,10.0.2.10
2026-04-19 22:44:43,dave,access_resource,192.168.1.100
2026-04-19 22:44:44,frank,logout,10.0.2.10
2026-04-19 22:44:45,eve,delete_policy,198.51.100.95
2026-04-19 22:44:47,alice,access_resource,10.0.0.1
2026-04-19 22:44:49,alice,logout,10.0.0.1
2026-04-19 22:44:50,eve,login,192.168.1.100
2026-04-19 22:44:52,frank,login,192.168.1.100
2026-04-19 22:44:53,charlie,access_resource,10.0.1.5
2026-04-19 22:44:55,eve,logout,10.0.2.10
2026-04-19 22:44:56,bob,logout,192.168.1.100
2026-04-19 22:44:57,root,logout,172.16.0.50
2026-04-19 22:44:59,eve,logout,10.0.2.10
2026-04-19 22:45:00,frank,logout,172.16.0.50
2026-04-19 22:45:00,dave,logout,172.16.0.50
2026-04-19 22:45:02,eve,login,172.16.0.50
2026-04-19 22:45:03,frank,access_resource,10.0.2.10
2026-04-19 22:45:05,alice,logout,192.168.1.100
2026-04-19 22:45:07,frank,logout,172.16.0.50
2026-04-19 22:45:08,frank,logout,192.168.1.100
2026-04-19 22:45:09,frank,login,10.0.2.10
2026-04-19 22:45:11,bob,access_resource,10.0.2.10
2026-04-19 22:45:12,bob,access_resource,172.16.0.50
2026-04-19 22:45:14,root,access_resource,192.168.1.100
2026-04-19 22:45:15,dave,access_resource,10.0.1.5
2026-04-19 22:45:16,frank,logout,172.16.0.50
2026-04-19 22:45:17,root,access_resource,10.0.2.10
2026-04-19 22:45:18,bob,logout,10.0.1.5
2026-04-19 22:45:20,frank,access_resource,10.0.2.10
2026-04-19 22:45:21,root,logout,192.168.1.100
2026-04-19 22:45:21,dave,logout,10.0.2.10
2026-04-19 22:45:22,dave,login,10.0.2.10
2026-04-19 22:45:24,dave,login,10.0.0.1
2026-04-19 22:45:25,eve,access_resource,10.0.2.10
2026-04-19 22:45:27,root,logout,10.0.0.1
2026-04-19 22:45:28,root,logout,10.0.0.1
2026-04-19 22:45:30,dave,login,192.168.1.100
2026-04-19 22:45:31,root,access_resource,10.0.0.1
2026-04-19 22:45:33,dave,login,10.0.2.10
2026-04-19 22:45:34,eve,access_resource,10.0.1.5
2026-04-19 22:45:35,root,logout,10.0.1.5
2026-04-19 22:45:36,alice,access_resource,10.0.1.5
2026-04-19 22:45:37,root,logout,10.0.2.10
2026-04-19 22:45:39,charlie,logout,10.0.0.1
2026-04-19 22:45:41,charlie,login,172.16.0.50
2026-04-19 22:45:41,bob,access_resource,10.0.2.10
2026-04-19 22:45:43,dave,access_resource,10.0.2.10
2026-04-19 22:45:43,alice,logout,192.168.1.100
2026-04-19 22:45:45,bob,logout,172.16.0.50
2026-04-19 22:45:47,alice,access_resource,10.0.2.10
2026-04-19 22:45:48,dave,access_resource,10.0.1.5
2026-04-19 22:45:49,alice,logout,172.16.0.50
2026-04-19 22:45:50,root,logout,192.168.1.100
2026-04-19 22:45:51,frank,access_resource,10.0.0.1
2026-04-19 22:45:52,bob,login,10.0.2.10
2026-04-19 22:45:54,frank,access_resource,10.0.1.5
2026-04-19 22:45:56,bob,access_resource,10.0.1.5
2026-04-19 22:45:57,alice,access_resource,10.0.2.10
2026-04-19 22:45:58,charlie,access_resource,172.16.0.50
2026-04-19 22:45:59,dave,access_resource,192.168.1.100
2026-04-19 22:46:00,dave,login,10.0.0.1
2026-04-19 22:46:01,dave,logout,10.0.0.1
2026-04-19 22:46:02,dave,logout,10.0.2.10
2026-04-19 22:46:03,eve,logout,10.0.0.1
2026-04-19 22:46:04,alice,delete_policy,198.51.100.127
2026-04-19 22:46:05,eve,logout,10.0.0.1
2026-04-19 22:46:06,dave,access_resource,10.0.1.5
2026-04-19 22:46:07,dave,logout,10.0.0.1
2026-04-19 22:46:08,dave,delete_policy,198.51.100.78
2026-04-19 22:46:10,bob,logout,10.0.2.10
2026-04-19 22:46:11,root,access_resource,10.0.0.1
2026-04-19 22:46:12,eve,access_resource,10.0.1.5
2026-04-19 22:46:14,dave,logout,10.0.2.10
2026-04-19 22:46:15,bob,logout,10.0.2.10
2026-04-19 22:46:17,frank,access_resource,10.0.0.1
2026-04-19 22:46:19,frank,access_resource,172.16.0.50
2026-04-19 22:46:20,charlie,login,10.0.2.10
2026-04-19 22:46:22,root,logout,192.168.1.100
2026-04-19 22:46:24,alice,access_resource,10.0.1.5
2026-04-19 22:46:25,eve,access_resource,10.0.2.10
2026-04-19 22:46:26,alice,access_resource,10.0.1.5
2026-04-19 22:46:28,eve,login,10.0.1.5
2026-04-19 22:46:29,dave,logout,10.0.2.10
2026-04-19 22:46:29,eve,logout,192.168.1.100
2026-04-19 22:46:30,alice,logout,10.0.0.1
2026-04-19 22:46:32,dave,login,172.16.0.50
2026-04-19 22:46:33,alice,logout,10.0.2.10
2026-04-19 22:46:34,bob,logout,10.0.2.10
2026-04-19 22:46:36,alice,login,10.0.0.1
2026-04-19 22:46:38,eve,login,172.16.0.50
2026-04-19 22:46:38,dave,access_resource,10.0.2.10
2026-04-19 22:46:40,root,logout,10.0.2.10
2026-04-19 22:46:41,charlie,access_resource,10.0.2.10
2026-04-19 22:46:42,frank,logout,10.0.0.1
2026-04-19 22:46:43,bob,login,172.16.0.50
2026-04-19 22:46:45,alice,login,10.0.0.1
2026-04-19 22:46:46,alice,access_resource,10.0.1.5
2026-04-19 22:46:46,root,logout,192.168.1.100
2026-04-19 22:46:48,dave,access_resource,10.0.0.1
2026-04-19 22:46:50,dave,logout,10.0.1.5
2026-04-19 22:46:50,charlie,access_resource,10.0.1.5
2026-04-19 22:46:51,alice,access_resource,192.168.1.100
2026-04-19 22:46:52,bob,login,192.168.1.100
2026-04-19 22:46:54,bob,access_resource,10.0.1.5
2026-04-19 22:46:55,eve,access_resource,10.0.1.5
2026-04-19 22:46:56,alice,login,172.16.0.50
2026-04-19 22:46:58,bob,logout,10.0.0.1
2026-04-19 22:46:59,frank,login,10.0.0.1
2026-04-19 22:47:01,charlie,logout,192.168.1.100
2026-04-19 22:47:02,dave,logout,10.0.1.5
2026-04-19 22:47:04,charlie,logout,10.0.0.1
2026-04-19 22:47:04,eve,access_resource,10.0.0.1
2026-04-19 22:47:05,frank,access_resource,10.0.0.1
2026-04-19 22:47:07,frank,access_resource,192.168.1.100
2026-04-19 22:47:09,bob,login,10.0.1.5
2026-04-19 22:47:09,eve,login,192.168.1.100
2026-04-19 22:47:10,bob,logout,10.0.0.1
2026-04-19 22:47:12,frank,delete_policy,198.51.100.100
2026-04-19 22:47:13,root,logout,10.0.1.5
2026-04-19 22:47:15,eve,access_resource,10.0.1.5
2026-04-19 22:47:16,charlie,logout,10.0.1.5
2026-04-19 22:47:16,bob,logout,172.16.0.50
2026-04-19 22:47:18,root,login,10.0.1.5
2026-04-19 22:47:19,frank,login,10.0.1.5
2026-04-19 22:47:20,frank,login,172.16.0.50
2026-04-19 22:47:21,eve,access_resource,10.0.0.1
2026-04-19 22:47:22,dave,login,10.0.2.10
2026-04-19 22:47:23,dave,access_resource,10.0.0.1
2026-04-19 22:47:23,eve,logout,10.0.2.10
2026-04-19 22:47:25,dave,login,10.0.0.1
2026-04-19 22:47:26,alice,login,10.0.0.1
2026-04-19 22:47:27,bob,access_resource,192.168.1.100
2026-04-19 22:47:28,eve,login,172.16.0.50
2026-04-19 22:47:30,bob,login,10.0.0.1
2026-04-19 22:47:31,root,login,172.16.0.50
2026-04-19 22:47:33,frank,login,10.0.1.5
2026-04-19 22:47:34,charlie,access_resource,10.0.0.1
2026-04-19 22:47:36,bob,access_resource,10.0.2.10
2026-04-19 22:47:38,charlie,login,172.16.0.50
2026-04-19 22:47:39,frank,access_resource,10.0.1.5
2026-04-19 22:47:40,dave,logout,10.0.0.1
2026-04-19 22:47:42,eve,logout,192.168.1.100
2026-04-19 22:47:44,bob,login,10.0.2.10
2026-04-19 22:47:45,frank,login,172.16.0.50
2026-04-19 22:47:46,dave,login,10.0.0.1
2026-04-19 22:47:48,eve,logout,10.0.2.10
2026-04-19 22:47:49,eve,login,192.168.1.100
2026-04-19 22:47:50,charlie,access_resource,10.0.1.5
2026-04-19 22:47:52,alice,access_resource,192.168.1.100
2026-04-19 22:47:53,bob,logout,172.16.0.50
2026-04-19 22:47:55,frank,access_resource,10.0.0.1
2026-04-19 22:47:55,root,logout,10.0.1.5
2026-04-19 22:47:57,bob,access_resource,192.168.1.100
2026-04-19 22:47:58,frank,access_resource,172.16.0.50
2026-04-19 22:48:00,root,login,10.0.1.5
2026-04-19 22:48:02,bob,access_denied,198.51.100.69
2026-04-19 22:48:02,root,logout,192.168.1.100
2026-04-19 22:48:03,bob,login,10.0.0.1
2026-04-19 22:48:05,bob,logout,10.0.2.10
2026-04-19 22:48:06,dave,login,10.0.1.5
2026-04-19 22:48:07,charlie,login,10.0.2.10
2026-04-19 22:48:09,eve,login,10.0.0.1
2026-04-19 22:48:11,bob,access_resource,192.168.1.100
2026-04-19 22:48:12,frank,access_resource,10.0.2.10
2026-04-19 22:48:13,dave,login,10.0.2.10
2026-04-19 22:48:14,frank,login,10.0.0.1
2026-04-19 22:48:15,alice,access_resource,10.0.0.1
2026-04-19 22:48:16,root,logout,10.0.0.1
2026-04-19 22:48:18,root,logout,10.0.0.1
2026-04-19 22:48:19,eve,access_resource,172.16.0.50
2026-04-19 22:48:20,charlie,login,172.16.0.50
2026-04-19 22:48:21,root,login,10.0.1.5
2026-04-19 22:48:22,eve,login,10.0.2.10
2026-04-19 22:48:23,frank,logout,10.0.0.1
2026-04-19 22:48:25,eve,login,10.0.2.10
2026-04-19 22:48:27,root,access_resource,172.16.0.50
2026-04-19 22:48:29,charlie,login,10.0.0.1
2026-04-19 22:48:30,alice,login,10.0.2.10
2026-04-19 22:48:31,root,access_denied,198.51.100.187
2026-04-19 22:48:32,frank,login,10.0.0.1
2026-04-19 22:48:33,alice,modify_config,198.51.100.200
2026-04-19 22:48:34,eve,logout,192.168.1.100
2026-04-19 22:48:36,bob,login,172.16.0.50
2026-04-19 22:48:38,charlie,logout,10.0.1.5
2026-04-19 22:48:40,eve,logout,10.0.2.10
2026-04-19 22:48:40,bob,logout,10.0.2.10
2026-04-19 22:48:41,root,access_resource,192.168.1.100
2026-04-19 22:48:42,alice,login,10.0.0.1
2026-04-19 22:48:43,frank,logout,10.0.1.5
2026-04-19 22:48:44,charlie,logout,10.0.2.10
2026-04-19 22:48:45,root,logout,10.0.1.5
2026-04-19 22:48:46,root,login,172.16.0.50
2026-04-19 22:48:46,charlie,logout,192.168.1.100
2026-04-19 22:48:48,charlie,login,10.0.2.10
2026-04-19 22:48:49,dave,logout,192.168.1.100
2026-04-19 22:48:51,alice,access_resource,10.0.0.1
2026-04-19 22:48:51,root,access_denied,198.51.100.236
2026-04-19 22:48:52,root,logout,192.168.1.100
2026-04-19 22:48:53,alice,logout,172.16.0.50
